"Phylostratum"	"GeneID"	"0d"	"1d"	"1.5d"	"2d"	"2.5d"	"3d"	"3.5d"
10	"at1g10710"	24.2686129291461	23.1106109953378	21.8489315395913	20.9335750878145	20.7771824101805	20.5048788809688	20.3694329857853
11	"at1g10717"	8.97116414936797	9.50888738076823	9.15129691008165	8.97886186889159	10.0686870754899	10.5381941905641	10.5456316753814
1	"at1g10730"	12.9054380630032	12.9022364476712	13.0626664579185	12.9663461722952	12.9729118715118	13.1418017292896	13.1397593115873
16	"at1g10745"	8.08870108030876	8.52331882399371	8.1604955951414	8.14433052608702	8.39283811247171	8.46033148444847	8.55806835030645
15	"at1g10747"	8.36536231511992	8.1447532689356	8.23713722913392	8.36977148984621	8.20381636371799	8.21827941403853	8.15695536640391
1	"at1g10760"	63.5299286046513	61.0986893582469	62.7155470048615	60.1319213807931	62.123843412229	62.2741006705616	61.7443129091666
1	"at1g10830"	52.9549738829988	53.4900688572562	53.6999621925919	54.3632316874694	53.8042132044965	54.3944160749438	55.1026656302205
1	"at1g10840"	72.4993510599878	73.3809707566805	72.0865913095097	73.0013134915487	72.4217195872034	73.0807649957102	72.569672173056
1	"at1g10870"	10.0695696129704	9.98066792628567	10.2688177715748	10.3081132774506	10.3187294668312	10.2964462242706	10.4339530911553
1	"at1g10900"	45.0000776938419	45.6000125186494	45.3857133988283	45.8836114077066	45.3160180270001	45.7422924808918	46.8583876579564
1	"at1g10920"	17.4292317986062	17.3121392098381	17.4057453342024	17.2310505893637	17.2432398398571	17.0099984908973	17.2074033686992
